DataExtractDate,ReportPeriod,Terminal,Arrival_Departure,Domestic_International,Passenger_Count,Row Labels,Sum of Passenger_Count
5/1/2014 0:00,05-09,Terminal 1,Arrival,Domestic,380568,,
5/1/2014 0:00,05-09,Terminal 1,Departure,Domestic,374964,,
5/1/2014 0:00,05-09,Terminal 2,Arrival,Domestic,99754,,
5/1/2014 0:00,05-09,Terminal 2,Arrival,International,127298,,
5/1/2014 0:00,05-09,Terminal 2,Departure,Domestic,101571,,
5/1/2014 0:00,05-09,Terminal 2,Departure,International,141269,,
5/1/2014 0:00,05-09,Terminal 3,Arrival,Domestic,159434,,
5/1/2014 0:00,05-09,Terminal 3,Arrival,International,14615,,
5/1/2014 0:00,05-09,Terminal 3,Departure,Domestic,162419,,
5/1/2014 0:00,05-09,Terminal 3,Departure,International,47571,,
5/1/2014 0:00,05-09,Terminal 4,Arrival,Domestic,386482,,
5/1/2014 0:00,05-09,Terminal 4,Arrival,International,33174,,
5/1/2014 0:00,05-09,Terminal 4,Departure,Domestic,379300,,
5/1/2014 0:00,05-09,Terminal 4,Departure,International,32943,,
5/1/2014 0:00,05-09,Terminal 5,Arrival,Domestic,153021,,
5/1/2014 0:00,05-09,Terminal 5,Arrival,International,5728,,
5/1/2014 0:00,05-09,Terminal 5,Departure,Domestic,157369,,
5/1/2014 0:00,05-09,Terminal 5,Departure,International,20595,,
5/1/2014 0:00,05-09,Terminal 6,Arrival,Domestic,184750,,
5/1/2014 0:00,05-09,Terminal 6,Arrival,International,86,,
5/1/2014 0:00,05-09,Terminal 6,Departure,Domestic,168413,,
5/1/2014 0:00,05-09,Terminal 6,Departure,International,4343,,
5/1/2014 0:00,05-09,Terminal 7,Arrival,Domestic,279955,,
5/1/2014 0:00,05-09,Terminal 7,Arrival,International,19931,,
5/1/2014 0:00,05-09,Terminal 7,Departure,Domestic,294837,,
5/1/2014 0:00,05-09,Terminal 7,Departure,International,24643,,
5/1/2014 0:00,05-09,Terminal 8,Arrival,Domestic,103958,,
5/1/2014 0:00,05-09,Terminal 8,Arrival,International,4853,,
5/1/2014 0:00,05-09,Terminal 8,Departure,Domestic,99339,,
5/1/2014 0:00,05-09,Terminal 8,Departure,International,5213,,
5/1/2014 0:00,05-09,Tom Bradley International Terminal,Arrival,Domestic,5131,,
5/1/2014 0:00,05-09,Tom Bradley International Terminal,Arrival,International,359721,,
5/1/2014 0:00,05-09,Tom Bradley International Terminal,Departure,Domestic,5882,,
5/1/2014 0:00,05-09,Tom Bradley International Terminal,Departure,International,306669,,
5/1/2014 0:00,06-09,Misc. Terminal,Arrival,Domestic,97,,
5/1/2014 0:00,06-09,Misc. Terminal,Arrival,International,121,,
5/1/2014 0:00,06-09,Misc. Terminal,Departure,Domestic,159,,
5/1/2014 0:00,06-09,Terminal 1,Arrival,Domestic,389976,,
5/1/2014 0:00,06-09,Terminal 1,Departure,Domestic,393841,,
5/1/2014 0:00,06-09,Terminal 2,Arrival,Domestic,114577,,
5/1/2014 0:00,06-09,Terminal 2,Arrival,International,133899,,
5/1/2014 0:00,06-09,Terminal 2,Departure,Domestic,116703,,
5/1/2014 0:00,06-09,Terminal 2,Departure,International,154393,,
5/1/2014 0:00,06-09,Terminal 3,Arrival,Domestic,169988,,
5/1/2014 0:00,06-09,Terminal 3,Arrival,International,14034,,
5/1/2014 0:00,06-09,Terminal 3,Departure,Domestic,176797,,
5/1/2014 0:00,06-09,Terminal 3,Departure,International,54147,,
5/1/2014 0:00,06-09,Terminal 4,Arrival,Domestic,391868,,
5/1/2014 0:00,06-09,Terminal 4,Arrival,International,31304,,
5/1/2014 0:00,06-09,Terminal 4,Departure,Domestic,396141,,
5/1/2014 0:00,06-09,Terminal 4,Departure,International,38842,,
5/1/2014 0:00,06-09,Terminal 5,Arrival,Domestic,171589,,
5/1/2014 0:00,06-09,Terminal 5,Arrival,International,8585,,
5/1/2014 0:00,06-09,Terminal 5,Departure,Domestic,177065,,
5/1/2014 0:00,06-09,Terminal 5,Departure,International,26479,,
5/1/2014 0:00,06-09,Terminal 6,Arrival,Domestic,215962,,
5/1/2014 0:00,06-09,Terminal 6,Arrival,International,1128,,
5/1/2014 0:00,06-09,Terminal 6,Departure,Domestic,209466,,
5/1/2014 0:00,06-09,Terminal 6,Departure,International,4758,,
5/1/2014 0:00,06-09,Terminal 7,Arrival,Domestic,299649,,
5/1/2014 0:00,06-09,Terminal 7,Arrival,International,22554,,
5/1/2014 0:00,06-09,Terminal 7,Departure,Domestic,316429,,
5/1/2014 0:00,06-09,Terminal 7,Departure,International,31683,,
5/1/2014 0:00,06-09,Terminal 8,Arrival,Domestic,109665,,
5/1/2014 0:00,06-09,Terminal 8,Arrival,International,4742,,
5/1/2014 0:00,06-09,Terminal 8,Departure,Domestic,111739,,
5/1/2014 0:00,06-09,Terminal 8,Departure,International,6204,,
5/1/2014 0:00,06-09,Tom Bradley International Terminal,Arrival,Domestic,6046,,
5/1/2014 0:00,06-09,Tom Bradley International Terminal,Arrival,International,386473,,
5/1/2014 0:00,06-09,Tom Bradley International Terminal,Departure,Domestic,6470,,
5/1/2014 0:00,06-09,Tom Bradley International Terminal,Departure,International,346918,,
5/1/2014 0:00,07-09,Imperial Terminal,Arrival,International,240,,
5/1/2014 0:00,07-09,Imperial Terminal,Departure,International,241,,
5/1/2014 0:00,07-09,Misc. Terminal,Arrival,Domestic,75,,
5/1/2014 0:00,07-09,Misc. Terminal,Departure,Domestic,202,,
5/1/2014 0:00,07-09,Terminal 1,Arrival,Domestic,403449,,
5/1/2014 0:00,07-09,Terminal 1,Departure,Domestic,407772,,
5/1/2014 0:00,07-09,Terminal 2,Arrival,Domestic,26829,,
5/1/2014 0:00,07-09,Terminal 2,Arrival,International,158876,,
5/1/2014 0:00,07-09,Terminal 2,Departure,Domestic,28300,,
5/1/2014 0:00,07-09,Terminal 2,Departure,International,176550,,
5/1/2014 0:00,07-09,Terminal 3,Arrival,Domestic,181632,,
5/1/2014 0:00,07-09,Terminal 3,Arrival,International,16783,,
5/1/2014 0:00,07-09,Terminal 3,Departure,Domestic,183431,,
5/1/2014 0:00,07-09,Terminal 3,Departure,International,54539,,
5/1/2014 0:00,07-09,Terminal 4,Arrival,Domestic,422117,,
5/1/2014 0:00,07-09,Terminal 4,Arrival,International,32439,,
5/1/2014 0:00,07-09,Terminal 4,Departure,Domestic,414432,,
5/1/2014 0:00,07-09,Terminal 4,Departure,International,41449,,
5/1/2014 0:00,07-09,Terminal 5,Arrival,Domestic,308152,,
5/1/2014 0:00,07-09,Terminal 5,Arrival,International,24601,,
5/1/2014 0:00,07-09,Terminal 5,Departure,Domestic,306919,,
5/1/2014 0:00,07-09,Terminal 5,Departure,International,42818,,
5/1/2014 0:00,07-09,Terminal 6,Arrival,Domestic,269706,,
5/1/2014 0:00,07-09,Terminal 6,Arrival,International,11673,,
5/1/2014 0:00,07-09,Terminal 6,Departure,Domestic,257538,,
5/1/2014 0:00,07-09,Terminal 6,Departure,International,15745,,
5/1/2014 0:00,07-09,Terminal 7,Arrival,Domestic,325140,,
5/1/2014 0:00,07-09,Terminal 7,Arrival,International,27364,,
5/1/2014 0:00,07-09,Terminal 7,Departure,Domestic,334871,,
5/1/2014 0:00,07-09,Terminal 7,Departure,International,33495,,
5/1/2014 0:00,07-09,Terminal 8,Arrival,Domestic,111575,,
5/1/2014 0:00,07-09,Terminal 8,Arrival,International,5018,,
5/1/2014 0:00,07-09,Terminal 8,Departure,Domestic,116749,,
5/1/2014 0:00,07-09,Terminal 8,Departure,International,6906,,
5/1/2014 0:00,07-09,Tom Bradley International Terminal,Arrival,Domestic,8369,,
5/1/2014 0:00,07-09,Tom Bradley International Terminal,Arrival,International,473470,,
5/1/2014 0:00,07-09,Tom Bradley International Terminal,Departure,Domestic,7741,,
5/1/2014 0:00,07-09,Tom Bradley International Terminal,Departure,International,367204,,
5/1/2014 0:00,08-09,Misc. Terminal,Arrival,Domestic,48,,
5/1/2014 0:00,08-09,Misc. Terminal,Departure,Domestic,47,,
5/1/2014 0:00,08-09,Terminal 1,Arrival,Domestic,380437,,
5/1/2014 0:00,08-09,Terminal 1,Departure,Domestic,393405,,
5/1/2014 0:00,08-09,Terminal 2,Arrival,Domestic,26553,,
5/1/2014 0:00,08-09,Terminal 2,Arrival,International,159228,,
5/1/2014 0:00,08-09,Terminal 2,Departure,Domestic,26256,,
5/1/2014 0:00,08-09,Terminal 2,Departure,International,173839,,
5/1/2014 0:00,08-09,Terminal 3,Arrival,Domestic,182083,,
5/1/2014 0:00,08-09,Terminal 3,Arrival,International,16861,,
5/1/2014 0:00,08-09,Terminal 3,Departure,Domestic,180363,,
5/1/2014 0:00,08-09,Terminal 3,Departure,International,51605,,
5/1/2014 0:00,08-09,Terminal 4,Arrival,Domestic,410380,,
5/1/2014 0:00,08-09,Terminal 4,Arrival,International,31135,,
5/1/2014 0:00,08-09,Terminal 4,Departure,Domestic,411723,,
5/1/2014 0:00,08-09,Terminal 4,Departure,International,32905,,
5/1/2014 0:00,08-09,Terminal 5,Arrival,Domestic,273531,,
5/1/2014 0:00,08-09,Terminal 5,Arrival,International,21895,,
5/1/2014 0:00,08-09,Terminal 5,Departure,Domestic,277029,,
5/1/2014 0:00,08-09,Terminal 5,Departure,International,31391,,
5/1/2014 0:00,08-09,Terminal 6,Arrival,Domestic,261450,,
5/1/2014 0:00,08-09,Terminal 6,Arrival,International,13405,,
5/1/2014 0:00,08-09,Terminal 6,Departure,Domestic,252676,,
5/1/2014 0:00,08-09,Terminal 6,Departure,International,16181,,
5/1/2014 0:00,08-09,Terminal 7,Arrival,Domestic,319834,,
5/1/2014 0:00,08-09,Terminal 7,Arrival,International,29330,,
5/1/2014 0:00,08-09,Terminal 7,Departure,Domestic,331123,,
5/1/2014 0:00,08-09,Terminal 7,Departure,International,32359,,
5/1/2014 0:00,08-09,Terminal 8,Arrival,Domestic,107362,,
5/1/2014 0:00,08-09,Terminal 8,Arrival,International,5590,,
5/1/2014 0:00,08-09,Terminal 8,Departure,Domestic,116220,,
5/1/2014 0:00,08-09,Terminal 8,Departure,International,7388,,
5/1/2014 0:00,08-09,Tom Bradley International Terminal,Arrival,Domestic,8511,,
5/1/2014 0:00,08-09,Tom Bradley International Terminal,Arrival,International,491753,,
5/1/2014 0:00,08-09,Tom Bradley International Terminal,Departure,Domestic,8955,,
5/1/2014 0:00,08-09,Tom Bradley International Terminal,Departure,International,354591,,
5/1/2014 0:00,09-09,Misc. Terminal,Arrival,International,2,,
5/1/2014 0:00,09-09,Terminal 1,Arrival,Domestic,347984,,
5/1/2014 0:00,09-09,Terminal 1,Departure,Domestic,345096,,
5/1/2014 0:00,09-09,Terminal 2,Arrival,Domestic,16449,,
5/1/2014 0:00,09-09,Terminal 2,Arrival,International,132206,,
5/1/2014 0:00,09-09,Terminal 2,Departure,Domestic,14024,,
5/1/2014 0:00,09-09,Terminal 2,Departure,International,150316,,
5/1/2014 0:00,09-09,Terminal 3,Arrival,Domestic,159191,,
5/1/2014 0:00,09-09,Terminal 3,Arrival,International,13568,,
5/1/2014 0:00,09-09,Terminal 3,Departure,Domestic,155511,,
5/1/2014 0:00,09-09,Terminal 3,Departure,International,44521,,
5/1/2014 0:00,09-09,Terminal 4,Arrival,Domestic,355401,,
5/1/2014 0:00,09-09,Terminal 4,Arrival,International,27859,,
5/1/2014 0:00,09-09,Terminal 4,Departure,Domestic,352380,,
5/1/2014 0:00,09-09,Terminal 4,Departure,International,35978,,
5/1/2014 0:00,09-09,Terminal 5,Arrival,Domestic,231732,,
5/1/2014 0:00,09-09,Terminal 5,Arrival,International,10130,,
5/1/2014 0:00,09-09,Terminal 5,Departure,Domestic,229082,,
5/1/2014 0:00,09-09,Terminal 5,Departure,International,20948,,
5/1/2014 0:00,09-09,Terminal 6,Arrival,Domestic,187499,,
5/1/2014 0:00,09-09,Terminal 6,Arrival,International,11125,,
5/1/2014 0:00,09-09,Terminal 6,Departure,Domestic,182653,,
5/1/2014 0:00,09-09,Terminal 6,Departure,International,15672,,
5/1/2014 0:00,09-09,Terminal 7,Arrival,Domestic,239863,,
5/1/2014 0:00,09-09,Terminal 7,Arrival,International,21771,,
5/1/2014 0:00,09-09,Terminal 7,Departure,Domestic,243362,,
5/1/2014 0:00,09-09,Terminal 7,Departure,International,26188,,
5/1/2014 0:00,09-09,Terminal 8,Arrival,Domestic,103867,,
5/1/2014 0:00,09-09,Terminal 8,Arrival,International,4444,,
5/1/2014 0:00,09-09,Terminal 8,Departure,Domestic,104439,,
5/1/2014 0:00,09-09,Terminal 8,Departure,International,5111,,
5/1/2014 0:00,09-09,Tom Bradley International Terminal,Arrival,Domestic,8236,,
5/1/2014 0:00,09-09,Tom Bradley International Terminal,Arrival,International,395614,,
5/1/2014 0:00,09-09,Tom Bradley International Terminal,Departure,Domestic,8895,,
5/1/2014 0:00,09-09,Tom Bradley International Terminal,Departure,International,309742,,
5/1/2014 0:00,10-09,Imperial Terminal,Arrival,Domestic,49,,
5/1/2014 0:00,10-09,Misc. Terminal,Departure,Domestic,78,,
5/1/2014 0:00,10-09,Terminal 1,Arrival,Domestic,373866,,
5/1/2014 0:00,10-09,Terminal 1,Departure,Domestic,371395,,
5/1/2014 0:00,10-09,Terminal 2,Arrival,Domestic,15566,,
5/1/2014 0:00,10-09,Terminal 2,Arrival,International,130475,,
5/1/2014 0:00,10-09,Terminal 2,Departure,Domestic,15402,,
5/1/2014 0:00,10-09,Terminal 2,Departure,International,147602,,
5/1/2014 0:00,10-09,Terminal 3,Arrival,Domestic,162632,,
5/1/2014 0:00,10-09,Terminal 3,Arrival,International,11329,,
5/1/2014 0:00,10-09,Terminal 3,Departure,Domestic,159425,,
5/1/2014 0:00,10-09,Terminal 3,Departure,International,47695,,
5/1/2014 0:00,10-09,Terminal 4,Arrival,Domestic,388381,,
5/1/2014 0:00,10-09,Terminal 4,Arrival,International,27372,,
5/1/2014 0:00,10-09,Terminal 4,Departure,Domestic,379520,,
5/1/2014 0:00,10-09,Terminal 4,Departure,International,46145,,
5/1/2014 0:00,10-09,Terminal 5,Arrival,Domestic,226610,,
5/1/2014 0:00,10-09,Terminal 5,Arrival,International,14384,,
5/1/2014 0:00,10-09,Terminal 5,Departure,Domestic,230927,,
5/1/2014 0:00,10-09,Terminal 5,Departure,International,27564,,
5/1/2014 0:00,10-09,Terminal 6,Arrival,Domestic,202876,,
5/1/2014 0:00,10-09,Terminal 6,Arrival,International,10834,,
5/1/2014 0:00,10-09,Terminal 6,Departure,Domestic,191052,,
5/1/2014 0:00,10-09,Terminal 6,Departure,International,16701,,
5/1/2014 0:00,10-09,Terminal 7,Arrival,Domestic,242040,,
5/1/2014 0:00,10-09,Terminal 7,Arrival,International,19421,,
5/1/2014 0:00,10-09,Terminal 7,Departure,Domestic,240273,,
5/1/2014 0:00,10-09,Terminal 7,Departure,International,26951,,
5/1/2014 0:00,10-09,Terminal 8,Arrival,Domestic,135913,,
5/1/2014 0:00,10-09,Terminal 8,Arrival,International,4592,,
5/1/2014 0:00,10-09,Terminal 8,Departure,Domestic,140422,,
5/1/2014 0:00,10-09,Terminal 8,Departure,International,5418,,
5/1/2014 0:00,10-09,Tom Bradley International Terminal,Arrival,Domestic,9043,,
5/1/2014 0:00,10-09,Tom Bradley International Terminal,Arrival,International,396107,,
5/1/2014 0:00,10-09,Tom Bradley International Terminal,Departure,Domestic,7836,,
5/1/2014 0:00,10-09,Tom Bradley International Terminal,Departure,International,335736,,
5/1/2014 0:00,11-09,Misc. Terminal,Arrival,Domestic,129,,
5/1/2014 0:00,11-09,Misc. Terminal,Arrival,International,15,,
5/1/2014 0:00,11-09,Misc. Terminal,Departure,Domestic,90,,
5/1/2014 0:00,11-09,Terminal 1,Arrival,Domestic,343456,,
5/1/2014 0:00,11-09,Terminal 1,Departure,Domestic,353697,,
5/1/2014 0:00,11-09,Terminal 2,Arrival,Domestic,14348,,
5/1/2014 0:00,11-09,Terminal 2,Arrival,International,131707,,
5/1/2014 0:00,11-09,Terminal 2,Departure,Domestic,14169,,
5/1/2014 0:00,11-09,Terminal 2,Departure,International,140344,,
5/1/2014 0:00,11-09,Terminal 3,Arrival,Domestic,156751,,
5/1/2014 0:00,11-09,Terminal 3,Arrival,International,10930,,
5/1/2014 0:00,11-09,Terminal 3,Departure,Domestic,155573,,
5/1/2014 0:00,11-09,Terminal 3,Departure,International,56064,,
5/1/2014 0:00,11-09,Terminal 4,Arrival,Domestic,351824,,
5/1/2014 0:00,11-09,Terminal 4,Arrival,International,18399,,
5/1/2014 0:00,11-09,Terminal 4,Departure,Domestic,352521,,
5/1/2014 0:00,11-09,Terminal 4,Departure,International,36677,,
5/1/2014 0:00,11-09,Terminal 5,Arrival,Domestic,207383,,
5/1/2014 0:00,11-09,Terminal 5,Arrival,International,14893,,
5/1/2014 0:00,11-09,Terminal 5,Departure,Domestic,213307,,
5/1/2014 0:00,11-09,Terminal 5,Departure,International,21191,,
5/1/2014 0:00,11-09,Terminal 6,Arrival,Domestic,186428,,
5/1/2014 0:00,11-09,Terminal 6,Arrival,International,11312,,
5/1/2014 0:00,11-09,Terminal 6,Departure,Domestic,180286,,
5/1/2014 0:00,11-09,Terminal 6,Departure,International,16142,,
5/1/2014 0:00,11-09,Terminal 7,Arrival,Domestic,217924,,
5/1/2014 0:00,11-09,Terminal 7,Arrival,International,15991,,
5/1/2014 0:00,11-09,Terminal 7,Departure,Domestic,225804,,
5/1/2014 0:00,11-09,Terminal 7,Departure,International,23518,,
5/1/2014 0:00,11-09,Terminal 8,Arrival,Domestic,129021,,
5/1/2014 0:00,11-09,Terminal 8,Arrival,International,3977,,
5/1/2014 0:00,11-09,Terminal 8,Departure,Domestic,129676,,
5/1/2014 0:00,11-09,Terminal 8,Departure,International,6269,,
5/1/2014 0:00,11-09,Tom Bradley International Terminal,Arrival,Domestic,7044,,
5/1/2014 0:00,11-09,Tom Bradley International Terminal,Arrival,International,370133,,
5/1/2014 0:00,11-09,Tom Bradley International Terminal,Departure,Domestic,6145,,
5/1/2014 0:00,11-09,Tom Bradley International Terminal,Departure,International,296571,,
5/1/2014 0:00,12-09,Misc. Terminal,Arrival,Domestic,1119,,
5/1/2014 0:00,12-09,Misc. Terminal,Departure,Domestic,157,,
5/1/2014 0:00,12-09,Terminal 1,Arrival,Domestic,371175,,
5/1/2014 0:00,12-09,Terminal 1,Departure,Domestic,365618,,
5/1/2014 0:00,12-09,Terminal 2,Arrival,Domestic,19690,,
5/1/2014 0:00,12-09,Terminal 2,Arrival,International,160543,,
5/1/2014 0:00,12-09,Terminal 2,Departure,Domestic,19806,,
5/1/2014 0:00,12-09,Terminal 2,Departure,International,181668,,
5/1/2014 0:00,12-09,Terminal 3,Arrival,Domestic,168867,,
5/1/2014 0:00,12-09,Terminal 3,Arrival,International,14836,,
5/1/2014 0:00,12-09,Terminal 3,Departure,Domestic,166610,,
5/1/2014 0:00,12-09,Terminal 3,Departure,International,69201,,
5/1/2014 0:00,12-09,Terminal 4,Arrival,Domestic,371129,,
5/1/2014 0:00,12-09,Terminal 4,Arrival,International,16432,,
5/1/2014 0:00,12-09,Terminal 4,Departure,Domestic,365220,,
5/1/2014 0:00,12-09,Terminal 4,Departure,International,38802,,
5/1/2014 0:00,12-09,Terminal 5,Arrival,Domestic,219167,,
5/1/2014 0:00,12-09,Terminal 5,Arrival,International,15835,,
5/1/2014 0:00,12-09,Terminal 5,Departure,Domestic,227444,,
5/1/2014 0:00,12-09,Terminal 5,Departure,International,19781,,
5/1/2014 0:00,12-09,Terminal 6,Arrival,Domestic,214461,,
5/1/2014 0:00,12-09,Terminal 6,Arrival,International,11691,,
5/1/2014 0:00,12-09,Terminal 6,Departure,Domestic,199832,,
5/1/2014 0:00,12-09,Terminal 6,Departure,International,16626,,
5/1/2014 0:00,12-09,Terminal 7,Arrival,Domestic,229077,,
5/1/2014 0:00,12-09,Terminal 7,Arrival,International,18892,,
5/1/2014 0:00,12-09,Terminal 7,Departure,Domestic,235195,,
5/1/2014 0:00,12-09,Terminal 7,Departure,International,26613,,
5/1/2014 0:00,12-09,Terminal 8,Arrival,Domestic,142259,,
5/1/2014 0:00,12-09,Terminal 8,Arrival,International,4928,,
5/1/2014 0:00,12-09,Terminal 8,Departure,Domestic,143385,,
5/1/2014 0:00,12-09,Terminal 8,Departure,International,6853,,
5/1/2014 0:00,12-09,Tom Bradley International Terminal,Arrival,Domestic,7235,,
5/1/2014 0:00,12-09,Tom Bradley International Terminal,Arrival,International,417138,,
5/1/2014 0:00,12-09,Tom Bradley International Terminal,Departure,Domestic,6770,,
5/1/2014 0:00,12-09,Tom Bradley International Terminal,Departure,International,332737,,
5/1/2014 0:00,01-10,Misc. Terminal,Arrival,Domestic,576,,
5/1/2014 0:00,01-10,Misc. Terminal,Departure,Domestic,1470,,
5/1/2014 0:00,01-10,Terminal 1,Arrival,Domestic,335141,,
5/1/2014 0:00,01-10,Terminal 1,Departure,Domestic,330779,,
5/1/2014 0:00,01-10,Terminal 2,Arrival,Domestic,15225,,
5/1/2014 0:00,01-10,Terminal 2,Arrival,International,170377,,
5/1/2014 0:00,01-10,Terminal 2,Departure,Domestic,15326,,
5/1/2014 0:00,01-10,Terminal 2,Departure,International,171172,,
5/1/2014 0:00,01-10,Terminal 3,Arrival,Domestic,145146,,
5/1/2014 0:00,01-10,Terminal 3,Arrival,International,15320,,
5/1/2014 0:00,01-10,Terminal 3,Departure,Domestic,146288,,
5/1/2014 0:00,01-10,Terminal 3,Departure,International,68562,,
5/1/2014 0:00,01-10,Terminal 4,Arrival,Domestic,350123,,
5/1/2014 0:00,01-10,Terminal 4,Arrival,International,14342,,
5/1/2014 0:00,01-10,Terminal 4,Departure,Domestic,341028,,
5/1/2014 0:00,01-10,Terminal 4,Departure,International,36002,,
5/1/2014 0:00,01-10,Terminal 5,Arrival,Domestic,209023,,
5/1/2014 0:00,01-10,Terminal 5,Arrival,International,30347,,
5/1/2014 0:00,01-10,Terminal 5,Departure,Domestic,206229,,
5/1/2014 0:00,01-10,Terminal 5,Departure,International,27925,,
5/1/2014 0:00,01-10,Terminal 6,Arrival,Domestic,177973,,
5/1/2014 0:00,01-10,Terminal 6,Arrival,International,10038,,
5/1/2014 0:00,01-10,Terminal 6,Departure,Domestic,246926,,
5/1/2014 0:00,01-10,Terminal 6,Departure,International,14680,,
5/1/2014 0:00,01-10,Terminal 7,Arrival,Domestic,225102,,
5/1/2014 0:00,01-10,Terminal 7,Arrival,International,15737,,
5/1/2014 0:00,01-10,Terminal 7,Departure,Domestic,226176,,
5/1/2014 0:00,01-10,Terminal 7,Departure,International,24425,,
5/1/2014 0:00,01-10,Terminal 8,Arrival,Domestic,128882,,
5/1/2014 0:00,01-10,Terminal 8,Arrival,International,5266,,
5/1/2014 0:00,01-10,Terminal 8,Departure,Domestic,132585,,
5/1/2014 0:00,01-10,Terminal 8,Departure,International,7250,,
5/1/2014 0:00,01-10,Tom Bradley International Terminal,Arrival,Domestic,6065,,
5/1/2014 0:00,01-10,Tom Bradley International Terminal,Arrival,International,436044,,
5/1/2014 0:00,01-10,Tom Bradley International Terminal,Departure,Domestic,5012,,
5/1/2014 0:00,01-10,Tom Bradley International Terminal,Departure,International,317158,,
5/1/2014 0:00,02-10,Misc. Terminal,Arrival,Domestic,104,,
5/1/2014 0:00,02-10,Misc. Terminal,Arrival,International,9,,
5/1/2014 0:00,02-10,Misc. Terminal,Departure,Domestic,53,,
5/1/2014 0:00,02-10,Misc. Terminal,Departure,International,4,,
5/1/2014 0:00,02-10,Terminal 1,Arrival,Domestic,293345,,
5/1/2014 0:00,02-10,Terminal 1,Departure,Domestic,293510,,
5/1/2014 0:00,02-10,Terminal 2,Arrival,Domestic,10830,,
5/1/2014 0:00,02-10,Terminal 2,Arrival,International,135455,,
5/1/2014 0:00,02-10,Terminal 2,Departure,Domestic,11481,,
5/1/2014 0:00,02-10,Terminal 2,Departure,International,139188,,
5/1/2014 0:00,02-10,Terminal 3,Arrival,Domestic,133674,,
5/1/2014 0:00,02-10,Terminal 3,Arrival,International,14323,,
5/1/2014 0:00,02-10,Terminal 3,Departure,Domestic,133429,,
5/1/2014 0:00,02-10,Terminal 3,Departure,International,61317,,
5/1/2014 0:00,02-10,Terminal 4,Arrival,Domestic,302898,,
5/1/2014 0:00,02-10,Terminal 4,Arrival,International,15566,,
5/1/2014 0:00,02-10,Terminal 4,Departure,Domestic,299798,,
5/1/2014 0:00,02-10,Terminal 4,Departure,International,31046,,
5/1/2014 0:00,02-10,Terminal 5,Arrival,Domestic,177502,,
5/1/2014 0:00,02-10,Terminal 5,Arrival,International,21897,,
5/1/2014 0:00,02-10,Terminal 5,Departure,Domestic,184070,,
5/1/2014 0:00,02-10,Terminal 5,Departure,International,21655,,
5/1/2014 0:00,02-10,Terminal 6,Arrival,Domestic,167212,,
5/1/2014 0:00,02-10,Terminal 6,Arrival,International,10585,,
5/1/2014 0:00,02-10,Terminal 6,Departure,Domestic,153883,,
5/1/2014 0:00,02-10,Terminal 6,Departure,International,14542,,
5/1/2014 0:00,02-10,Terminal 7,Arrival,Domestic,196771,,
5/1/2014 0:00,02-10,Terminal 7,Arrival,International,13656,,
5/1/2014 0:00,02-10,Terminal 7,Departure,Domestic,206884,,
5/1/2014 0:00,02-10,Terminal 7,Departure,International,21367,,
5/1/2014 0:00,02-10,Terminal 8,Arrival,Domestic,128771,,
5/1/2014 0:00,02-10,Terminal 8,Arrival,International,4022,,
5/1/2014 0:00,02-10,Terminal 8,Departure,Domestic,129146,,
5/1/2014 0:00,02-10,Terminal 8,Departure,International,6000,,
5/1/2014 0:00,02-10,Tom Bradley International Terminal,Arrival,Domestic,4710,,
5/1/2014 0:00,02-10,Tom Bradley International Terminal,Arrival,International,343316,,
5/1/2014 0:00,02-10,Tom Bradley International Terminal,Departure,Domestic,3855,,
5/1/2014 0:00,02-10,Tom Bradley International Terminal,Departure,International,274445,,
5/1/2014 0:00,03-10,Misc. Terminal,Arrival,Domestic,269,,
5/1/2014 0:00,03-10,Misc. Terminal,Arrival,International,6,,
5/1/2014 0:00,03-10,Misc. Terminal,Departure,Domestic,234,,
5/1/2014 0:00,03-10,Terminal 1,Arrival,Domestic,360070,,
5/1/2014 0:00,03-10,Terminal 1,Departure,Domestic,363379,,
5/1/2014 0:00,03-10,Terminal 2,Arrival,Domestic,12326,,
5/1/2014 0:00,03-10,Terminal 2,Arrival,International,161387,,
5/1/2014 0:00,03-10,Terminal 2,Departure,Domestic,13171,,
5/1/2014 0:00,03-10,Terminal 2,Departure,International,162792,,
5/1/2014 0:00,03-10,Terminal 3,Arrival,Domestic,161971,,
5/1/2014 0:00,03-10,Terminal 3,Arrival,International,15850,,
5/1/2014 0:00,03-10,Terminal 3,Departure,Domestic,163267,,
5/1/2014 0:00,03-10,Terminal 3,Departure,International,66498,,
5/1/2014 0:00,03-10,Terminal 4,Arrival,Domestic,374184,,
5/1/2014 0:00,03-10,Terminal 4,Arrival,International,17842,,
5/1/2014 0:00,03-10,Terminal 4,Departure,Domestic,379258,,
5/1/2014 0:00,03-10,Terminal 4,Departure,International,35189,,
5/1/2014 0:00,03-10,Terminal 5,Arrival,Domestic,237382,,
5/1/2014 0:00,03-10,Terminal 5,Arrival,International,12039,,
5/1/2014 0:00,03-10,Terminal 5,Departure,Domestic,250103,,
5/1/2014 0:00,03-10,Terminal 5,Departure,International,11306,,
5/1/2014 0:00,03-10,Terminal 6,Arrival,Domestic,210347,,
5/1/2014 0:00,03-10,Terminal 6,Arrival,International,11762,,
5/1/2014 0:00,03-10,Terminal 6,Departure,Domestic,195959,,
5/1/2014 0:00,03-10,Terminal 6,Departure,International,16454,,
5/1/2014 0:00,03-10,Terminal 7,Arrival,Domestic,234563,,
