DataExtractDate,ReportPeriod,Terminal,Arrival_Departure,Domestic_International,Passenger_Count,Row Labels,Sum of Passenger_Count
5/1/2014 0:00,11-11,Misc. Terminal,Departure,International,4,,
5/1/2014 0:00,11-11,Terminal 1,Arrival,Domestic,368460,,
5/1/2014 0:00,11-11,Terminal 1,Departure,Domestic,366118,,
5/1/2014 0:00,11-11,Terminal 2,Arrival,Domestic,20698,,
5/1/2014 0:00,11-11,Terminal 2,Arrival,International,165135,,
5/1/2014 0:00,11-11,Terminal 2,Departure,Domestic,21634,,
5/1/2014 0:00,11-11,Terminal 2,Departure,International,174084,,
5/1/2014 0:00,11-11,Terminal 3,Arrival,Domestic,238085,,
5/1/2014 0:00,11-11,Terminal 3,Arrival,International,12943,,
5/1/2014 0:00,11-11,Terminal 3,Departure,Domestic,238839,,
5/1/2014 0:00,11-11,Terminal 3,Departure,International,70350,,
5/1/2014 0:00,11-11,Terminal 4,Arrival,Domestic,400841,,
5/1/2014 0:00,11-11,Terminal 4,Arrival,International,14452,,
5/1/2014 0:00,11-11,Terminal 4,Departure,Domestic,394686,,
5/1/2014 0:00,11-11,Terminal 4,Departure,International,36212,,
5/1/2014 0:00,11-11,Terminal 5,Arrival,Domestic,231098,,
5/1/2014 0:00,11-11,Terminal 5,Arrival,International,31023,,
5/1/2014 0:00,11-11,Terminal 5,Departure,Domestic,232636,,
5/1/2014 0:00,11-11,Terminal 5,Departure,International,19220,,
5/1/2014 0:00,11-11,Terminal 6,Arrival,Domestic,228019,,
5/1/2014 0:00,11-11,Terminal 6,Arrival,International,6803,,
5/1/2014 0:00,11-11,Terminal 6,Departure,Domestic,226705,,
5/1/2014 0:00,11-11,Terminal 6,Departure,International,19381,,
5/1/2014 0:00,11-11,Terminal 7,Arrival,Domestic,197119,,
5/1/2014 0:00,11-11,Terminal 7,Arrival,International,30576,,
5/1/2014 0:00,11-11,Terminal 7,Departure,Domestic,202695,,
5/1/2014 0:00,11-11,Terminal 7,Departure,International,29361,,
5/1/2014 0:00,11-11,Terminal 8,Arrival,Domestic,128127,,
5/1/2014 0:00,11-11,Terminal 8,Arrival,International,2768,,
5/1/2014 0:00,11-11,Terminal 8,Departure,Domestic,124886,,
5/1/2014 0:00,11-11,Terminal 8,Departure,International,7501,,
5/1/2014 0:00,11-11,Tom Bradley International Terminal,Arrival,International,347432,,
5/1/2014 0:00,11-11,Tom Bradley International Terminal,Departure,Domestic,5937,,
5/1/2014 0:00,11-11,Tom Bradley International Terminal,Departure,International,271004,,
5/1/2014 0:00,12-11,Imperial Terminal,Arrival,Domestic,1228,,
5/1/2014 0:00,12-11,Imperial Terminal,Departure,Domestic,132,,
5/1/2014 0:00,12-11,Misc. Terminal,Arrival,Domestic,652,,
5/1/2014 0:00,12-11,Misc. Terminal,Arrival,International,271,,
5/1/2014 0:00,12-11,Misc. Terminal,Departure,Domestic,164,,
5/1/2014 0:00,12-11,Misc. Terminal,Departure,International,358,,
5/1/2014 0:00,12-11,Terminal 1,Arrival,Domestic,376555,,
5/1/2014 0:00,12-11,Terminal 1,Departure,Domestic,367056,,
5/1/2014 0:00,12-11,Terminal 2,Arrival,Domestic,24015,,
5/1/2014 0:00,12-11,Terminal 2,Arrival,International,184736,,
5/1/2014 0:00,12-11,Terminal 2,Departure,Domestic,25613,,
5/1/2014 0:00,12-11,Terminal 2,Departure,International,194020,,
5/1/2014 0:00,12-11,Terminal 3,Arrival,Domestic,243336,,
5/1/2014 0:00,12-11,Terminal 3,Arrival,International,14796,,
5/1/2014 0:00,12-11,Terminal 3,Departure,Domestic,237737,,
5/1/2014 0:00,12-11,Terminal 3,Departure,International,79035,,
5/1/2014 0:00,12-11,Terminal 4,Arrival,Domestic,407282,,
5/1/2014 0:00,12-11,Terminal 4,Arrival,International,16977,,
5/1/2014 0:00,12-11,Terminal 4,Departure,Domestic,400382,,
5/1/2014 0:00,12-11,Terminal 4,Departure,International,37521,,
5/1/2014 0:00,12-11,Terminal 5,Arrival,Domestic,171462,,
5/1/2014 0:00,12-11,Terminal 5,Arrival,International,37446,,
5/1/2014 0:00,12-11,Terminal 5,Departure,Domestic,176238,,
5/1/2014 0:00,12-11,Terminal 5,Departure,International,27009,,
5/1/2014 0:00,12-11,Terminal 6,Arrival,Domestic,233645,,
5/1/2014 0:00,12-11,Terminal 6,Arrival,International,8461,,
5/1/2014 0:00,12-11,Terminal 6,Departure,Domestic,233711,,
5/1/2014 0:00,12-11,Terminal 6,Departure,International,22437,,
5/1/2014 0:00,12-11,Terminal 7,Arrival,Domestic,206767,,
5/1/2014 0:00,12-11,Terminal 7,Arrival,International,33725,,
5/1/2014 0:00,12-11,Terminal 7,Departure,Domestic,215731,,
5/1/2014 0:00,12-11,Terminal 7,Departure,International,33535,,
5/1/2014 0:00,12-11,Terminal 8,Arrival,Domestic,156607,,
5/1/2014 0:00,12-11,Terminal 8,Arrival,International,3426,,
5/1/2014 0:00,12-11,Terminal 8,Departure,Domestic,153435,,
5/1/2014 0:00,12-11,Terminal 8,Departure,International,10458,,
5/1/2014 0:00,12-11,Tom Bradley International Terminal,Arrival,International,379737,,
5/1/2014 0:00,12-11,Tom Bradley International Terminal,Departure,Domestic,6596,,
5/1/2014 0:00,12-11,Tom Bradley International Terminal,Departure,International,306352,,
5/1/2014 0:00,01-12,Imperial Terminal,Departure,Domestic,658,,
5/1/2014 0:00,01-12,Misc. Terminal,Arrival,Domestic,395,,
5/1/2014 0:00,01-12,Misc. Terminal,Arrival,International,22,,
5/1/2014 0:00,01-12,Misc. Terminal,Departure,Domestic,808,,
5/1/2014 0:00,01-12,Misc. Terminal,Departure,International,1,,
5/1/2014 0:00,01-12,Terminal 1,Arrival,Domestic,336700,,
5/1/2014 0:00,01-12,Terminal 1,Departure,Domestic,336297,,
5/1/2014 0:00,01-12,Terminal 2,Arrival,Domestic,22007,,
5/1/2014 0:00,01-12,Terminal 2,Arrival,International,191210,,
5/1/2014 0:00,01-12,Terminal 2,Departure,Domestic,21701,,
5/1/2014 0:00,01-12,Terminal 2,Departure,International,188681,,
5/1/2014 0:00,01-12,Terminal 3,Arrival,Domestic,220363,,
5/1/2014 0:00,01-12,Terminal 3,Arrival,International,15325,,
5/1/2014 0:00,01-12,Terminal 3,Departure,Domestic,220843,,
5/1/2014 0:00,01-12,Terminal 3,Departure,International,77922,,
5/1/2014 0:00,01-12,Terminal 4,Arrival,Domestic,406375,,
5/1/2014 0:00,01-12,Terminal 4,Arrival,International,19657,,
5/1/2014 0:00,01-12,Terminal 4,Departure,Domestic,395471,,
5/1/2014 0:00,01-12,Terminal 4,Departure,International,38057,,
5/1/2014 0:00,01-12,Terminal 5,Arrival,Domestic,246743,,
5/1/2014 0:00,01-12,Terminal 5,Arrival,International,35450,,
5/1/2014 0:00,01-12,Terminal 5,Departure,Domestic,247736,,
5/1/2014 0:00,01-12,Terminal 5,Departure,International,21744,,
5/1/2014 0:00,01-12,Terminal 6,Arrival,Domestic,191381,,
5/1/2014 0:00,01-12,Terminal 6,Arrival,International,8696,,
5/1/2014 0:00,01-12,Terminal 6,Departure,Domestic,188501,,
5/1/2014 0:00,01-12,Terminal 6,Departure,International,20498,,
5/1/2014 0:00,01-12,Terminal 7,Arrival,Domestic,191967,,
5/1/2014 0:00,01-12,Terminal 7,Arrival,International,33022,,
5/1/2014 0:00,01-12,Terminal 7,Departure,Domestic,195852,,
5/1/2014 0:00,01-12,Terminal 7,Departure,International,32135,,
5/1/2014 0:00,01-12,Terminal 8,Arrival,Domestic,138519,,
5/1/2014 0:00,01-12,Terminal 8,Arrival,International,1863,,
5/1/2014 0:00,01-12,Terminal 8,Departure,Domestic,133835,,
5/1/2014 0:00,01-12,Terminal 8,Departure,International,8449,,
5/1/2014 0:00,01-12,Tom Bradley International Terminal,Arrival,International,411628,,
5/1/2014 0:00,01-12,Tom Bradley International Terminal,Departure,Domestic,4944,,
5/1/2014 0:00,01-12,Tom Bradley International Terminal,Departure,International,308033,,
5/1/2014 0:00,02-12,Imperial Terminal,Departure,International,230,,
5/1/2014 0:00,02-12,Misc. Terminal,Arrival,Domestic,174,,
5/1/2014 0:00,02-12,Misc. Terminal,Arrival,International,173,,
5/1/2014 0:00,02-12,Misc. Terminal,Departure,Domestic,137,,
5/1/2014 0:00,02-12,Misc. Terminal,Departure,International,144,,
5/1/2014 0:00,02-12,Terminal 1,Arrival,Domestic,313056,,
5/1/2014 0:00,02-12,Terminal 1,Departure,Domestic,310392,,
5/1/2014 0:00,02-12,Terminal 2,Arrival,Domestic,17744,,
5/1/2014 0:00,02-12,Terminal 2,Arrival,International,164481,,
5/1/2014 0:00,02-12,Terminal 2,Departure,Domestic,17696,,
5/1/2014 0:00,02-12,Terminal 2,Departure,International,167288,,
5/1/2014 0:00,02-12,Terminal 3,Arrival,Domestic,216472,,
5/1/2014 0:00,02-12,Terminal 3,Arrival,International,14770,,
5/1/2014 0:00,02-12,Terminal 3,Departure,Domestic,216351,,
5/1/2014 0:00,02-12,Terminal 3,Departure,International,69044,,
5/1/2014 0:00,02-12,Terminal 4,Arrival,Domestic,382645,,
5/1/2014 0:00,02-12,Terminal 4,Arrival,International,5995,,
5/1/2014 0:00,02-12,Terminal 4,Departure,Domestic,377909,,
5/1/2014 0:00,02-12,Terminal 4,Departure,International,35115,,
5/1/2014 0:00,02-12,Terminal 5,Arrival,Domestic,211510,,
5/1/2014 0:00,02-12,Terminal 5,Arrival,International,28087,,
5/1/2014 0:00,02-12,Terminal 5,Departure,Domestic,220007,,
5/1/2014 0:00,02-12,Terminal 5,Departure,International,19853,,
5/1/2014 0:00,02-12,Terminal 6,Arrival,Domestic,185108,,
5/1/2014 0:00,02-12,Terminal 6,Arrival,International,7164,,
5/1/2014 0:00,02-12,Terminal 6,Departure,Domestic,175270,,
5/1/2014 0:00,02-12,Terminal 6,Departure,International,18007,,
5/1/2014 0:00,02-12,Terminal 7,Arrival,Domestic,196771,,
5/1/2014 0:00,02-12,Terminal 7,Arrival,International,15202,,
5/1/2014 0:00,02-12,Terminal 7,Departure,Domestic,206884,,
5/1/2014 0:00,02-12,Terminal 7,Departure,International,21367,,
5/1/2014 0:00,02-12,Terminal 8,Arrival,Domestic,121063,,
5/1/2014 0:00,02-12,Terminal 8,Arrival,International,1589,,
5/1/2014 0:00,02-12,Terminal 8,Departure,Domestic,119972,,
5/1/2014 0:00,02-12,Terminal 8,Departure,International,3313,,
5/1/2014 0:00,02-12,Tom Bradley International Terminal,Arrival,International,338442,,
5/1/2014 0:00,02-12,Tom Bradley International Terminal,Departure,Domestic,4010,,
5/1/2014 0:00,02-12,Tom Bradley International Terminal,Departure,International,253077,,
5/1/2014 0:00,03-12,Misc. Terminal,Arrival,Domestic,122,,
5/1/2014 0:00,03-12,Misc. Terminal,Arrival,International,2,,
5/1/2014 0:00,03-12,Misc. Terminal,Departure,Domestic,152,,
5/1/2014 0:00,03-12,Misc. Terminal,Departure,International,4,,
5/1/2014 0:00,03-12,Terminal 1,Arrival,Domestic,387739,,
5/1/2014 0:00,03-12,Terminal 1,Departure,Domestic,380529,,
5/1/2014 0:00,03-12,Terminal 2,Arrival,Domestic,25554,,
5/1/2014 0:00,03-12,Terminal 2,Arrival,International,188183,,
5/1/2014 0:00,03-12,Terminal 2,Departure,Domestic,25768,,
5/1/2014 0:00,03-12,Terminal 2,Departure,International,189425,,
5/1/2014 0:00,03-12,Terminal 3,Arrival,Domestic,234231,,
5/1/2014 0:00,03-12,Terminal 3,Arrival,International,10475,,
5/1/2014 0:00,03-12,Terminal 3,Departure,Domestic,238752,,
5/1/2014 0:00,03-12,Terminal 3,Departure,International,53555,,
5/1/2014 0:00,03-12,Terminal 4,Arrival,Domestic,434864,,
5/1/2014 0:00,03-12,Terminal 4,Arrival,International,15415,,
5/1/2014 0:00,03-12,Terminal 4,Departure,Domestic,440601,,
5/1/2014 0:00,03-12,Terminal 4,Departure,International,38625,,
5/1/2014 0:00,03-12,Terminal 5,Arrival,Domestic,257806,,
5/1/2014 0:00,03-12,Terminal 5,Arrival,International,44149,,
5/1/2014 0:00,03-12,Terminal 5,Departure,Domestic,260103,,
5/1/2014 0:00,03-12,Terminal 5,Departure,International,22927,,
5/1/2014 0:00,03-12,Terminal 6,Arrival,Domestic,231786,,
5/1/2014 0:00,03-12,Terminal 6,Arrival,International,14127,,
5/1/2014 0:00,03-12,Terminal 6,Departure,Domestic,232745,,
5/1/2014 0:00,03-12,Terminal 6,Departure,International,42718,,
5/1/2014 0:00,03-12,Terminal 7,Arrival,Domestic,204476,,
5/1/2014 0:00,03-12,Terminal 7,Arrival,International,43905,,
5/1/2014 0:00,03-12,Terminal 7,Departure,Domestic,220356,,
5/1/2014 0:00,03-12,Terminal 7,Departure,International,33211,,
5/1/2014 0:00,03-12,Terminal 8,Arrival,Domestic,151396,,
5/1/2014 0:00,03-12,Terminal 8,Arrival,International,1784,,
5/1/2014 0:00,03-12,Terminal 8,Departure,Domestic,147824,,
5/1/2014 0:00,03-12,Terminal 8,Departure,International,10535,,
5/1/2014 0:00,03-12,Tom Bradley International Terminal,Arrival,International,373578,,
5/1/2014 0:00,03-12,Tom Bradley International Terminal,Departure,Domestic,5832,,
5/1/2014 0:00,03-12,Tom Bradley International Terminal,Departure,International,289303,,
5/1/2014 0:00,04-12,Misc. Terminal,Arrival,Domestic,4,,
5/1/2014 0:00,04-12,Misc. Terminal,Arrival,International,116,,
5/1/2014 0:00,04-12,Misc. Terminal,Departure,Domestic,35,,
5/1/2014 0:00,04-12,Terminal 1,Arrival,Domestic,373748,,
5/1/2014 0:00,04-12,Terminal 1,Departure,Domestic,373557,,
5/1/2014 0:00,04-12,Terminal 2,Arrival,Domestic,19936,,
5/1/2014 0:00,04-12,Terminal 2,Arrival,International,185700,,
5/1/2014 0:00,04-12,Terminal 2,Departure,Domestic,20426,,
5/1/2014 0:00,04-12,Terminal 2,Departure,International,184813,,
5/1/2014 0:00,04-12,Terminal 3,Arrival,Domestic,186487,,
5/1/2014 0:00,04-12,Terminal 3,Departure,Domestic,191660,,
5/1/2014 0:00,04-12,Terminal 3,Departure,International,20150,,
5/1/2014 0:00,04-12,Terminal 4,Arrival,Domestic,436464,,
5/1/2014 0:00,04-12,Terminal 4,Arrival,International,14194,,
5/1/2014 0:00,04-12,Terminal 4,Departure,Domestic,426688,,
5/1/2014 0:00,04-12,Terminal 4,Departure,International,39786,,
5/1/2014 0:00,04-12,Terminal 5,Arrival,Domestic,262724,,
5/1/2014 0:00,04-12,Terminal 5,Arrival,International,29328,,
5/1/2014 0:00,04-12,Terminal 5,Departure,Domestic,251830,,
5/1/2014 0:00,04-12,Terminal 5,Departure,International,18802,,
5/1/2014 0:00,04-12,Terminal 6,Arrival,Domestic,291095,,
5/1/2014 0:00,04-12,Terminal 6,Arrival,International,29974,,
5/1/2014 0:00,04-12,Terminal 6,Departure,Domestic,300026,,
5/1/2014 0:00,04-12,Terminal 6,Departure,International,78004,,
5/1/2014 0:00,04-12,Terminal 7,Arrival,Domestic,175911,,
5/1/2014 0:00,04-12,Terminal 7,Arrival,International,71636,,
5/1/2014 0:00,04-12,Terminal 7,Departure,Domestic,183534,,
5/1/2014 0:00,04-12,Terminal 7,Departure,International,33073,,
5/1/2014 0:00,04-12,Terminal 8,Arrival,Domestic,143662,,
5/1/2014 0:00,04-12,Terminal 8,Arrival,International,1654,,
5/1/2014 0:00,04-12,Terminal 8,Departure,Domestic,138541,,
5/1/2014 0:00,04-12,Terminal 8,Departure,International,7282,,
5/1/2014 0:00,04-12,Tom Bradley International Terminal,Arrival,International,369543,,
5/1/2014 0:00,04-12,Tom Bradley International Terminal,Departure,Domestic,6180,,
5/1/2014 0:00,04-12,Tom Bradley International Terminal,Departure,International,294565,,
5/1/2014 0:00,05-12,Misc. Terminal,Arrival,Domestic,150,,
5/1/2014 0:00,05-12,Misc. Terminal,Departure,Domestic,150,,
5/1/2014 0:00,05-12,Terminal 1,Arrival,Domestic,417844,,
5/1/2014 0:00,05-12,Terminal 1,Departure,Domestic,406059,,
5/1/2014 0:00,05-12,Terminal 2,Arrival,Domestic,24343,,
5/1/2014 0:00,05-12,Terminal 2,Arrival,International,183000,,
5/1/2014 0:00,05-12,Terminal 2,Departure,Domestic,24356,,
5/1/2014 0:00,05-12,Terminal 2,Departure,International,193816,,
5/1/2014 0:00,05-12,Terminal 3,Arrival,Domestic,177371,,
5/1/2014 0:00,05-12,Terminal 3,Departure,Domestic,177153,,
5/1/2014 0:00,05-12,Terminal 3,Departure,International,18905,,
5/1/2014 0:00,05-12,Terminal 4,Arrival,Domestic,456259,,
5/1/2014 0:00,05-12,Terminal 4,Arrival,International,9348,,
5/1/2014 0:00,05-12,Terminal 4,Departure,Domestic,444772,,
5/1/2014 0:00,05-12,Terminal 4,Departure,International,39246,,
5/1/2014 0:00,05-12,Terminal 5,Arrival,Domestic,277144,,
5/1/2014 0:00,05-12,Terminal 5,Arrival,International,23614,,
5/1/2014 0:00,05-12,Terminal 5,Departure,Domestic,278472,,
5/1/2014 0:00,05-12,Terminal 5,Departure,International,15957,,
5/1/2014 0:00,05-12,Terminal 6,Arrival,Domestic,348401,,
5/1/2014 0:00,05-12,Terminal 6,Arrival,International,29650,,
5/1/2014 0:00,05-12,Terminal 6,Departure,Domestic,348554,,
5/1/2014 0:00,05-12,Terminal 6,Departure,International,79518,,
5/1/2014 0:00,05-12,Terminal 7,Arrival,Domestic,144987,,
5/1/2014 0:00,05-12,Terminal 7,Arrival,International,73602,,
5/1/2014 0:00,05-12,Terminal 7,Departure,Domestic,149699,,
5/1/2014 0:00,05-12,Terminal 7,Departure,International,38201,,
5/1/2014 0:00,05-12,Terminal 8,Arrival,Domestic,143433,,
5/1/2014 0:00,05-12,Terminal 8,Arrival,International,1747,,
5/1/2014 0:00,05-12,Terminal 8,Departure,Domestic,139037,,
5/1/2014 0:00,05-12,Terminal 8,Departure,International,4997,,
5/1/2014 0:00,05-12,Tom Bradley International Terminal,Arrival,Domestic,5580,,
5/1/2014 0:00,05-12,Tom Bradley International Terminal,Arrival,International,381578,,
5/1/2014 0:00,05-12,Tom Bradley International Terminal,Departure,Domestic,7343,,
5/1/2014 0:00,05-12,Tom Bradley International Terminal,Departure,International,348660,,
5/1/2014 0:00,06-12,Misc. Terminal,Arrival,Domestic,108,,
5/1/2014 0:00,06-12,Misc. Terminal,Arrival,International,10,,
5/1/2014 0:00,06-12,Misc. Terminal,Departure,Domestic,128,,
5/1/2014 0:00,06-12,Misc. Terminal,Departure,International,9,,
5/1/2014 0:00,06-12,Terminal 1,Arrival,Domestic,429152,,
5/1/2014 0:00,06-12,Terminal 1,Departure,Domestic,427937,,
5/1/2014 0:00,06-12,Terminal 2,Arrival,Domestic,30940,,
5/1/2014 0:00,06-12,Terminal 2,Arrival,International,179620,,
5/1/2014 0:00,06-12,Terminal 2,Departure,Domestic,31124,,
5/1/2014 0:00,06-12,Terminal 2,Departure,International,209660,,
5/1/2014 0:00,06-12,Terminal 3,Arrival,Domestic,185367,,
5/1/2014 0:00,06-12,Terminal 3,Departure,Domestic,189423,,
5/1/2014 0:00,06-12,Terminal 3,Departure,International,20359,,
5/1/2014 0:00,06-12,Terminal 4,Arrival,Domestic,448519,,
5/1/2014 0:00,06-12,Terminal 4,Arrival,International,13518,,
5/1/2014 0:00,06-12,Terminal 4,Departure,Domestic,453605,,
5/1/2014 0:00,06-12,Terminal 4,Departure,International,39780,,
5/1/2014 0:00,06-12,Terminal 5,Arrival,Domestic,259552,,
5/1/2014 0:00,06-12,Terminal 5,Arrival,International,37622,,
5/1/2014 0:00,06-12,Terminal 5,Departure,Domestic,263906,,
5/1/2014 0:00,06-12,Terminal 5,Departure,International,23997,,
5/1/2014 0:00,06-12,Terminal 6,Arrival,Domestic,410725,,
5/1/2014 0:00,06-12,Terminal 6,Arrival,International,20306,,
5/1/2014 0:00,06-12,Terminal 6,Departure,Domestic,414093,,
5/1/2014 0:00,06-12,Terminal 6,Departure,International,76887,,
5/1/2014 0:00,06-12,Terminal 7,Arrival,Domestic,149056,,
5/1/2014 0:00,06-12,Terminal 7,Arrival,International,70777,,
5/1/2014 0:00,06-12,Terminal 7,Departure,Domestic,149525,,
5/1/2014 0:00,06-12,Terminal 7,Departure,International,35267,,
5/1/2014 0:00,06-12,Terminal 8,Arrival,Domestic,160055,,
5/1/2014 0:00,06-12,Terminal 8,Arrival,International,1694,,
5/1/2014 0:00,06-12,Terminal 8,Departure,Domestic,161598,,
5/1/2014 0:00,06-12,Terminal 8,Departure,International,3945,,
5/1/2014 0:00,06-12,Tom Bradley International Terminal,Arrival,Domestic,7568,,
5/1/2014 0:00,06-12,Tom Bradley International Terminal,Arrival,International,437656,,
5/1/2014 0:00,06-12,Tom Bradley International Terminal,Departure,Domestic,8991,,
5/1/2014 0:00,06-12,Tom Bradley International Terminal,Departure,International,387425,,
5/1/2014 0:00,07-12,Misc. Terminal,Arrival,Domestic,41,,
5/1/2014 0:00,07-12,Misc. Terminal,Departure,International,49,,
5/1/2014 0:00,07-12,Terminal 1,Arrival,Domestic,458937,,
5/1/2014 0:00,07-12,Terminal 1,Departure,Domestic,456660,,
5/1/2014 0:00,07-12,Terminal 2,Arrival,Domestic,39153,,
5/1/2014 0:00,07-12,Terminal 2,Arrival,International,236604,,
5/1/2014 0:00,07-12,Terminal 2,Departure,Domestic,38127,,
5/1/2014 0:00,07-12,Terminal 2,Departure,International,237563,,
5/1/2014 0:00,07-12,Terminal 3,Arrival,Domestic,203612,,
5/1/2014 0:00,07-12,Terminal 3,Departure,Domestic,201351,,
5/1/2014 0:00,07-12,Terminal 3,Departure,International,23007,,
5/1/2014 0:00,07-12,Terminal 4,Arrival,Domestic,482025,,
5/1/2014 0:00,07-12,Terminal 4,Arrival,International,19355,,
5/1/2014 0:00,07-12,Terminal 4,Departure,Domestic,476971,,
5/1/2014 0:00,07-12,Terminal 4,Departure,International,42629,,
5/1/2014 0:00,07-12,Terminal 5,Arrival,Domestic,284948,,
5/1/2014 0:00,07-12,Terminal 5,Arrival,International,31655,,
5/1/2014 0:00,07-12,Terminal 5,Departure,Domestic,271200,,
5/1/2014 0:00,07-12,Terminal 5,Departure,International,32412,,
5/1/2014 0:00,07-12,Terminal 6,Arrival,Domestic,463572,,
5/1/2014 0:00,07-12,Terminal 6,Arrival,International,28932,,
5/1/2014 0:00,07-12,Terminal 6,Departure,Domestic,455832,,
5/1/2014 0:00,07-12,Terminal 6,Departure,International,73210,,
5/1/2014 0:00,07-12,Terminal 7,Arrival,Domestic,150480,,
5/1/2014 0:00,07-12,Terminal 7,Arrival,International,72278,,
5/1/2014 0:00,07-12,Terminal 7,Departure,Domestic,158945,,
5/1/2014 0:00,07-12,Terminal 7,Departure,International,35771,,
5/1/2014 0:00,07-12,Terminal 8,Arrival,Domestic,177887,,
5/1/2014 0:00,07-12,Terminal 8,Arrival,International,1858,,
5/1/2014 0:00,07-12,Terminal 8,Departure,Domestic,170298,,
5/1/2014 0:00,07-12,Terminal 8,Departure,International,7719,,
5/1/2014 0:00,07-12,Tom Bradley International Terminal,Arrival,Domestic,8836,,
5/1/2014 0:00,07-12,Tom Bradley International Terminal,Arrival,International,459053,,
5/1/2014 0:00,07-12,Tom Bradley International Terminal,Departure,Domestic,7070,,
5/1/2014 0:00,07-12,Tom Bradley International Terminal,Departure,International,382286,,
5/1/2014 0:00,08-12,Misc. Terminal,Arrival,Domestic,92,,
5/1/2014 0:00,08-12,Misc. Terminal,Arrival,International,52,,
5/1/2014 0:00,08-12,Misc. Terminal,Departure,Domestic,148,,
5/1/2014 0:00,08-12,Misc. Terminal,Departure,International,2,,
5/1/2014 0:00,08-12,Terminal 1,Arrival,Domestic,449003,,
5/1/2014 0:00,08-12,Terminal 1,Departure,Domestic,460609,,
5/1/2014 0:00,08-12,Terminal 2,Arrival,Domestic,40976,,
5/1/2014 0:00,08-12,Terminal 2,Arrival,International,230405,,
5/1/2014 0:00,08-12,Terminal 2,Departure,Domestic,36818,,
5/1/2014 0:00,08-12,Terminal 2,Departure,International,234753,,
5/1/2014 0:00,08-12,Terminal 3,Arrival,Domestic,204654,,
5/1/2014 0:00,08-12,Terminal 3,Departure,Domestic,207726,,
5/1/2014 0:00,08-12,Terminal 3,Departure,International,19190,,
5/1/2014 0:00,08-12,Terminal 4,Arrival,Domestic,470197,,
5/1/2014 0:00,08-12,Terminal 4,Arrival,International,25448,,
5/1/2014 0:00,08-12,Terminal 4,Departure,Domestic,483077,,
5/1/2014 0:00,08-12,Terminal 4,Departure,International,42278,,
5/1/2014 0:00,08-12,Terminal 5,Arrival,Domestic,283053,,
5/1/2014 0:00,08-12,Terminal 5,Arrival,International,40195,,
5/1/2014 0:00,08-12,Terminal 5,Departure,Domestic,295289,,
5/1/2014 0:00,08-12,Terminal 5,Departure,International,25468,,
5/1/2014 0:00,08-12,Terminal 6,Arrival,Domestic,437748,,
5/1/2014 0:00,08-12,Terminal 6,Arrival,International,24298,,
5/1/2014 0:00,08-12,Terminal 6,Departure,Domestic,423694,,
5/1/2014 0:00,08-12,Terminal 6,Departure,International,72861,,
5/1/2014 0:00,08-12,Terminal 7,Arrival,Domestic,153326,,
5/1/2014 0:00,08-12,Terminal 7,Arrival,International,64552,,
5/1/2014 0:00,08-12,Terminal 7,Departure,Domestic,163815,,
5/1/2014 0:00,08-12,Terminal 7,Departure,International,35741,,
5/1/2014 0:00,08-12,Terminal 8,Arrival,Domestic,161754,,
5/1/2014 0:00,08-12,Terminal 8,Arrival,International,1987,,
5/1/2014 0:00,08-12,Terminal 8,Departure,Domestic,163705,,
5/1/2014 0:00,08-12,Terminal 8,Departure,International,5502,,
5/1/2014 0:00,08-12,Tom Bradley International Terminal,Arrival,Domestic,7122,,
5/1/2014 0:00,08-12,Tom Bradley International Terminal,Arrival,International,454728,,
5/1/2014 0:00,08-12,Tom Bradley International Terminal,Departure,Domestic,9258,,
5/1/2014 0:00,08-12,Tom Bradley International Terminal,Departure,International,363821,,
5/1/2014 0:00,09-12,Misc. Terminal,Arrival,Domestic,153,,
5/1/2014 0:00,09-12,Misc. Terminal,Arrival,International,33,,
5/1/2014 0:00,09-12,Misc. Terminal,Departure,Domestic,148,,
5/1/2014 0:00,09-12,Terminal 1,Arrival,Domestic,382802,,
5/1/2014 0:00,09-12,Terminal 1,Departure,Domestic,381894,,
5/1/2014 0:00,09-12,Terminal 2,Arrival,Domestic,32165,,
5/1/2014 0:00,09-12,Terminal 2,Arrival,International,196266,,
5/1/2014 0:00,09-12,Terminal 2,Departure,Domestic,30281,,
5/1/2014 0:00,09-12,Terminal 2,Departure,International,197428,,
5/1/2014 0:00,09-12,Terminal 3,Arrival,Domestic,170517,,
5/1/2014 0:00,09-12,Terminal 3,Departure,Domestic,173902,,
5/1/2014 0:00,09-12,Terminal 3,Departure,International,20119,,
5/1/2014 0:00,09-12,Terminal 4,Arrival,Domestic,404128,,
5/1/2014 0:00,09-12,Terminal 4,Arrival,International,13976,,
5/1/2014 0:00,09-12,Terminal 4,Departure,Domestic,407229,,
5/1/2014 0:00,09-12,Terminal 4,Departure,International,36388,,
5/1/2014 0:00,09-12,Terminal 5,Arrival,Domestic,233920,,
5/1/2014 0:00,09-12,Terminal 5,Arrival,International,38663,,
5/1/2014 0:00,09-12,Terminal 5,Departure,Domestic,233851,,
5/1/2014 0:00,09-12,Terminal 5,Departure,International,18979,,
5/1/2014 0:00,09-12,Terminal 6,Arrival,Domestic,273651,,
5/1/2014 0:00,09-12,Terminal 6,Arrival,International,11278,,
5/1/2014 0:00,09-12,Terminal 6,Departure,Domestic,257620,,
5/1/2014 0:00,09-12,Terminal 6,Departure,International,59085,,
5/1/2014 0:00,09-12,Terminal 7,Arrival,Domestic,189804,,
